"location","date","total_cases","new_cases","total_deaths","new_deaths","new_tests","total_tests","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","new_vaccinations","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","hospital_beds_per_thousand","life_expectancy","human_development_index","stringency_index"
"Bulgaria",23,217014,598,8944,28,15651,1345912,0.06,16.8,"tests performed",32917,25245,7672,3795,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",24,217574,560,8973,29,13276,1359188,0.057,17.7,"tests performed",37636,26753,10883,4719,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",25,218269,695,9008,35,12297,1371485,0.055,18.3,"tests performed",40805,27856,12949,3169,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",26,218618,349,9028,20,13582,1385067,0.053,18.9,"tests performed",41020,27957,13063,215,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",27,218748,130,9045,17,4532,1389599,0.053,18.8,"tests performed",41125,28041,13084,105,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",28,219580,832,9142,97,1961,1391560,0.053,18.8,"tests performed",42634,28978,13656,1509,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",29,220547,967,9178,36,11569,1403129,0.057,17.6,"tests performed",45917,30817,15100,3283,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",30,221266,719,9218,40,11452,1414581,0.062,16.2,"tests performed",50124,33691,16433,4207,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",31,222149,883,9272,54,9875,1424456,0.07,14.3,"tests performed",54025,36929,17096,3901,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",32,223059,910,9302,30,10540,1434996,0.075,13.3,"tests performed",56860,39468,17392,2835,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",39,229010,966,9594,33,11813,1502690,0.088,11.4,"tests performed",74694,54123,20571,3571,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",42,230747,1068,9671,47,1852,1522236,0.089,11.3,"tests performed",77436,56113,21323,2048,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",43,232096,1349,9703,32,11085,1533321,0.092,10.9,"tests performed",81338,58562,22776,3902,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",44,233342,1246,9744,41,11603,1544924,0.097,10.3,"tests performed",85920,61813,24107,4582,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",45,234428,1086,9786,42,11544,1556468,0.097,10.3,"tests performed",90514,65073,25441,4594,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",46,235891,1463,9821,35,10922,1567390,0.106,9.4,"tests performed",104268,77518,26750,13754,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",47,236439,548,9839,18,13301,1580691,0.1,10,"tests performed",108356,81433,26923,4088,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",48,236666,227,9854,15,5695,1586386,0.106,9.4,"tests performed",119354,92381,26973,10998,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",49,238591,1925,9933,79,2792,1589178,0.117,8.5,"tests performed",131063,103111,27952,11709,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",50,240391,1800,9978,45,13693,1602871,0.119,8.4,"tests performed",148226,118549,29677,17163,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",51,242124,1733,10026,48,13025,1615896,0.124,8.1,"tests performed",168462,136454,32008,20236,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",52,243946,1822,10079,53,12038,1627934,0.133,7.5,"tests performed",188512,153793,34719,20050,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",53,245627,1681,10128,49,12639,1640573,0.133,7.5,"tests performed",204439,167258,37181,15927,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",54,246706,1079,10167,39,13697,1654270,0.14,7.2,"tests performed",209760,172393,37367,5321,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Bulgaria",55,247038,332,10191,24,8429,1662699,0.136,7.4,"tests performed",212445,175066,37379,2685,6948445,65.18,44.7,20.801,13.272,18563.307,424.688,5.81,30.1,44.4,7.454,75.05,0.816,53.7
"Canada",34,809001,3207,20760,60,122198,22318959,0.035,28.7,"tests performed",1077297,900713,176584,12927,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",35,812804,3803,20830,70,99304,22418263,0.034,29.4,"tests performed",1098746,911312,187434,21449,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",36,815487,2683,20914,84,66348,22484611,0.034,29.5,"tests performed",1124517,920458,204059,25771,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",37,818755,3268,21007,93,72486,22557097,0.034,29.5,"tests performed",1154277,930286,223991,29760,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",38,821932,3177,21089,82,114132,22671229,0.033,30.7,"tests performed",1186689,942589,244100,32412,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",39,824611,2679,21168,79,129621,22800850,0.03,33,"tests performed",1221839,955013,266826,35150,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",40,828408,3797,21238,70,121554,22922404,0.031,32.1,"tests performed",1255076,967606,287470,33237,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",41,830612,2204,21261,23,117756,23040160,0.03,33.4,"tests performed",1272900,971168,301732,17824,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",42,832375,1763,21298,37,98615,23138775,0.027,36.8,"tests performed",1282761,972779,309982,9861,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",43,836594,4219,21395,97,70447,23209222,0.029,34.3,"tests performed",1308918,981148,327770,26157,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",44,839155,2561,21439,44,68521,23277743,0.028,35.3,"tests performed",1329398,985975,343423,20480,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",45,842590,3435,21509,70,88279,23366022,0.03,33.6,"tests performed",1356423,993291,363132,27025,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",46,845673,3083,21581,72,120726,23486748,0.031,32.6,"tests performed",1404273,1016579,387694,47850,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",47,848330,2657,21631,50,129338,23616086,0.029,34.8,"tests performed",1453980,1049514,404466,49707,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",48,850737,2407,21675,44,112310,23728396,0.029,34.2,"tests performed",1496377,1078899,417478,42397,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",49,854190,3453,21720,45,94745,23823141,0.032,31.4,"tests performed",1558110,1108564,449546,61733,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",50,857403,3213,21761,41,69679,23892820,0.03,32.9,"tests performed",1606472,1138700,467772,48362,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",51,860348,2945,21810,49,69040,23961860,0.031,32.3,"tests performed",1652562,1170515,482047,46090,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",52,863495,3147,21868,58,115846,24077706,0.029,34,"tests performed",1711455,1212595,498860,58893,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Canada",53,866667,3172,21915,47,127724,24205430,0.029,34.2,"tests performed",1778706,1266731,511975,67251,37742157,4.037,41.4,16.984,10.797,44017.591,105.599,7.37,12,16.6,2.5,82.43,0.929,75.46
"Chile",9,652525,3390,17204,22,41460,7022544,0.08,12.5,"tests performed",11732,10703,1029,1030,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",10,656712,4187,17294,90,54116,7076660,0.079,12.7,"tests performed",18646,12821,5825,6914,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",11,661180,4468,17369,75,58977,7135637,0.079,12.7,"tests performed",22075,13778,8297,3429,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",12,665493,4313,17435,66,65199,7200836,0.078,12.8,"tests performed",22165,13801,8364,90,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",13,669832,4339,17477,42,68458,7269294,0.079,12.7,"tests performed",22165,13801,8364,0,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",14,673750,3918,17547,70,55673,7324967,0.079,12.7,"tests performed",33210,24846,8364,11045,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",15,677151,3401,17573,26,42013,7366980,0.081,12.3,"tests performed",52526,44160,8366,19316,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",16,680740,3589,17594,21,41504,7408484,0.082,12.2,"tests performed",61835,53469,8366,9309,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",17,685107,4367,17702,108,56928,7465412,0.084,11.9,"tests performed",64896,56530,8366,3061,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",18,690066,4959,17786,84,62516,7527928,0.084,11.9,"tests performed",65307,56941,8366,411,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",19,694647,4581,17854,68,58428,7586356,0.084,11.9,"tests performed",65307,56941,8366,0,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",20,699110,4463,17933,79,65500,7651856,0.084,11.9,"tests performed",65307,56941,8366,0,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",21,703178,4068,17999,66,55229,7707085,0.085,11.8,"tests performed",66724,56958,9766,1417,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",22,706500,3322,18023,24,42995,7750080,0.084,11.9,"tests performed",67340,56979,10361,616,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",23,709888,3388,18040,17,39555,7789635,0.082,12.2,"tests performed",67375,56980,10395,35,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",24,714143,4255,18174,134,53790,7843425,0.081,12.3,"tests performed",67375,56980,10395,0,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",25,718749,4606,18257,83,61941,7905366,0.08,12.5,"tests performed",67380,56980,10400,5,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",26,722900,4151,18339,82,63308,7968674,0.079,12.7,"tests performed",67380,56980,10400,0,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",27,727109,4209,18452,113,60434,8029108,0.077,13,"tests performed",67380,56980,10400,0,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",28,730888,3779,18537,85,58709,8087817,0.076,13.2,"tests performed",67380,56980,10400,0,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",29,734035,3147,18559,22,45388,8133205,0.075,13.3,"tests performed",80569,70163,10406,13189,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",30,736645,2610,18576,17,32488,8165693,0.075,13.3,"tests performed",250951,240545,10406,170382,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",31,740237,3592,18731,155,52040,8217733,0.076,13.2,"tests performed",427025,414512,12513,176074,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",32,744019,3782,18808,77,56151,8273884,0.076,13.2,"tests performed",596277,583094,13183,169252,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",33,748082,4063,18895,87,59950,8333834,0.075,13.3,"tests performed",624135,610947,13188,27858,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",34,751886,3804,18974,79,54943,8388777,0.077,13,"tests performed",632757,619569,13188,8622,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",35,755350,3464,19056,82,50505,8439282,0.077,13,"tests performed",865559,840617,24942,232802,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",36,758189,2839,19084,28,39024,8478306,0.079,12.7,"tests performed",1126626,1082355,44271,261067,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",37,760576,2387,19105,21,28742,8507048,0.079,12.7,"tests performed",1406650,1354056,52594,280024,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",38,764307,3731,19262,157,52742,8559790,0.079,12.7,"tests performed",1660460,1605000,55460,253810,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",39,768471,4164,19345,83,55262,8615052,0.079,12.7,"tests performed",1889588,1833921,55667,229128,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",40,772396,3925,19443,98,54720,8669772,0.08,12.5,"tests performed",1919107,1863406,55701,29519,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",41,776209,3813,19541,98,54923,8724695,0.078,12.8,"tests performed",1923568,1867867,55701,4461,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",42,779541,3332,19624,83,50614,8775309,0.079,12.7,"tests performed",2188572,2132871,55701,265004,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",43,782039,2498,19644,20,34193,8809502,0.079,12.7,"tests performed",2408270,2352559,55711,219698,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",44,784314,2275,19659,15,24914,8834416,0.079,12.7,"tests performed",2595908,2540197,55711,187638,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",45,788142,3828,19798,139,51196,8885612,0.079,12.7,"tests performed",2750795,2695084,55711,154887,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",46,791939,3797,19897,99,49684,8935296,0.08,12.5,"tests performed",2892694,2836983,55711,141899,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",47,795845,3906,19974,77,51953,8987249,0.08,12.5,"tests performed",2902309,2846598,55711,9615,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",48,799460,3615,20042,68,50028,9037277,0.082,12.2,"tests performed",2903473,2847762,55711,1164,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",49,803009,3549,20126,84,54650,9091927,0.082,12.2,"tests performed",3011518,2955786,55732,108045,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",50,805317,2308,20151,25,31486,9123413,0.083,12,"tests performed",3105592,3049820,55772,94074,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",51,807872,2555,20173,22,28884,9152297,0.084,11.9,"tests performed",3191651,3135707,55944,86059,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",52,812344,4472,20310,137,51026,9203323,0.085,11.8,"tests performed",3277400,3221312,56088,85749,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Chile",53,816929,4585,20400,90,54910,9258233,0.085,11.8,"tests performed",3355505,3299300,56205,78105,19116209,24.282,35.4,11.087,6.938,22767.037,127.993,8.46,34.2,41.5,2.11,80.18,0.851,79.17
"Croatia",52,241592,544,5489,12,6433,1327769,0.069,14.4,"people tested",194267,135756,58511,10191,4105268,73.726,44,19.724,13.053,22669.797,253.782,5.59,34.3,39.9,5.54,78.49,0.851,47.22
"Denmark",11,187998,2162,1721,60,100317,11699517,0.016,62.9,"tests performed",163133,163128,5,15204,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
"Denmark",12,188878,880,1748,27,77260,11776777,0.014,72.7,"tests performed",167746,167734,12,4613,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
"Denmark",13,189767,889,1776,28,75153,11851930,0.013,79.6,"tests performed",170989,170265,724,3243,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
"Denmark",14,190574,807,1806,30,110752,11962682,0.011,88.4,"tests performed",177003,174150,2853,6014,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
"Denmark",15,191299,725,1838,32,124466,12087148,0.01,98.6,"tests performed",181574,176633,4941,4571,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
"Denmark",16,192187,888,1873,35,116178,12203326,0.009,111.9,"tests performed",184964,178139,6825,3390,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
"Denmark",17,192947,760,1910,37,126391,12329717,0.01,102.7,"tests performed",188838,179660,9178,3874,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
"Denmark",18,193720,773,1942,32,112818,12442535,0.008,129.9,"tests performed",195153,180326,14827,6315,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
"Denmark",19,194599,879,1970,28,81703,12524238,0.008,130.7,"tests performed",203122,181112,22010,7969,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
"Denmark",20,195353,754,1984,14,79970,12604208,0.007,134.7,"tests performed",210276,181728,28548,7154,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
"Denmark",21,195978,625,2011,27,126297,12730505,0.007,142.1,"tests performed",212988,181988,31000,2712,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
"Denmark",22,196632,654,2031,20,123355,12853860,0.007,143.8,"tests performed",214948,182203,32745,1960,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
"Denmark",23,197224,592,2051,20,117103,12970963,0.007,152.4,"tests performed",219518,182414,37104,4570,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
"Denmark",24,197892,668,2072,21,138218,13109181,0.006,157.6,"tests performed",227873,182653,45220,8355,5792203,136.52,42.3,19.677,12.325,46682.515,114.767,6.41,19.3,18.8,2.5,80.9,0.94,70.37
